asin,title,title_length,price,total_images,gallery_video_count,has_video,has_aplus,top_keywords,unique_keyword_count,total_word_count,sentiment_keywords,has_quality_words,has_material_words,has_benefit_words,quantity_sold_365days,classification,sku_type,rating_numeric,reviews_count_numeric
B06XHN366L,NOVICA Artisan Handmade Sterling Silver Bangle Bracelet Square Shape from Bali Indonesia [7.75 in Inner Circ. x 0.2 in W] ' Square Reflection',23,99,9,0,FALSE,FALSE,"silver, novica, handmade, sterling, bangle, bracelet, square, komang, suastra, jewelry, school, high, crafting, own, artisan, shape, bali, indonesia, inner, circ, reflection, works, together, talented, artists, artisans, designers, around, world, produce",86,101,"handmade, artisan, stunning, happiness, happy, elegant, create, creating",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B01MQRR2M2,NOVICA Artisan Handblown Glass Highball Set of 6 Recycled Tumblers Orangeyellow Stripe Clear Mexico Tableware Drinkware Glasses Hacienda Eco Friendly [ 5.75in H x 3in Diam. 13 Oz.] ' Ribbon of,31,67,8,2,TRUE,TRUE,"artisans, novica, world, hand, artisan, customers, handmade, better, time, item, where, love, blown, visit, store, what, glass, recycled, glasses, diam, mission, happy, products, page, create, future, unique, honored, less, works",135,201,"artisan, handmade, better, love, recycled, mission, happy, create, unique, quality, eco, happiness, improve, impact, dream",TRUE,TRUE,TRUE,12,Tableware & Entertaining,Basic Item,3.4,11
B079YVX92L,NOVICA Artisan Handmade Labradorite Dangle Earrings 15 Carat Sterling Silver Bezels Grey India [1.2 in L x 0.4 in W x 0.2 in D] ' Darkening Mist',27,79,7,0,FALSE,FALSE,"silver, labradorite, sterling, artisans, beautiful, jewelry, designs, novica, handmade, dangle, earrings, bezels, gems, neetu, barathi, some, stone, come, art, myself, new, artisan, carat, grey, india, darkening, mist, works, together, talented",133,163,"beautiful, handmade, artisan, stunning, happiness, happy, valuable, skilled, traditional, create, hope",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,3
B08RB44MXX,NOVICA Artisan Handmade Papier Mache Decorative Box Exquisite Black Gold Tone India Accessories Boxes Painted Leaf Tree [2.1in H x 4.7in W x 3.5in D] ' Kashmir Opulence',28,39,6,1,TRUE,TRUE,"father, papier, mache, novica, box, item, artisan, handmade, crafted, fida, when, also, decorative, exquisite, black, gold, india, painted, leaf, kashmir, size, artisans, time, quality, works, hussain, craft, weeping, willow, wood",156,218,"artisan, handmade, crafted, exquisite, quality, beautiful, traditional, authentic, exceptional, craftsmanship, stunning, happiness, happy, family, tradition",TRUE,TRUE,FALSE,1,Decor Accessories,Basic Item,,
B00699NPEE,NOVICA Artisan Handmade Silk Batik Shawl Indonesian Floral Accessories Patterned 'Blue Floral Stars',13,54,7,1,TRUE,TRUE,"artisans, batik, novica, world, handmade, silk, what, shawl, floral, happy, customers, create, better, where, love, visit, store, motifs, mother, blue, stars, mission, spread, happiness, products, page, started, because, future, time",195,293,"handmade, happy, create, better, love, mission, happiness, unique, artisan, improve, impact, dream, stories, respect, empower",TRUE,FALSE,TRUE,2,Accessories,Basic Item,5,2
B07J154KZ9,"NOVICA Handmade Wood Baby Turtle Door Stopper, Brown, 'Baby Turtle'",10,15,8,2,TRUE,TRUE,"wood, baby, turtle, color, vary, slightly, novica, handmade, door, stopper, brown, product, dimension, grain, hand, crafted, item, size, motif",19,25,"handmade, crafted",TRUE,TRUE,FALSE,59,Decor Accessories,Basic Item,5,7
B002KVZR96,NOVICA Artisan Handmade Natural Leaf Silver Plated Drop Earrings Sterling Flower Or Dangle Thailand Tree [2.4 in L x 0.8 in W] ' Fern Love',25,39,6,0,FALSE,FALSE,"silver, natural, sterling, thailand, novica, handmade, plated, earrings, fern, love, leaves, danai, artisan, leaf, drop, flower, dangle, tree, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures",80,97,"natural, handmade, love, artisan, stunning, happiness, happy, timeless, treasure, create",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,4.7,3
B01CTGRROE,NOVICA Artisan Handmade Peridot Dangle Earrings Sterling Silver from India Reconstituted Turquoise Green Flash Greenery Birthstone [1.6 in L x 0.5 in W] ' Spring Green',26,67,7,0,FALSE,FALSE,"green, novica, artisan, handmade, peridot, dangle, earrings, sterling, silver, india, reconstituted, turquoise, flash, greenery, birthstone, spring",16,17,"green, artisan, handmade",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,,
B01LYX15XF,NOVICA Chapel of Quinua Retablo,5,59,9,2,TRUE,TRUE,"piece, art, his, chávez, novica, crafted, hand, wood, alejandro, ayacucho, retablo, handmade, unique, each, animal, altar, region, when, form, andean, product, ceramic, means, nature, small, shape, other, truly, work, quality",169,278,"crafted, handmade, unique, quality, artisan, traditional, celebrate, natural, creating, refined, authentic, original, fair, trade, certified",TRUE,TRUE,TRUE,3,Holiday Decor & Ornaments,Basic Item,,
B08WHPMHGR,NOVICA Artisan Hand Embroidered Cotton Top in Paprika from India Clothing Orange Blouses Floral 'Delhi Spring in Russet',18,25,7,0,FALSE,FALSE,"top, floral, novica, cotton, india, delhi, spring, accented, artisan, hand, embroidered, paprika, clothing, orange, blouses, russet, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, handmade, treasures, mantra",57,67,"artisan, stunning, handmade, happiness, happy, designed",TRUE,TRUE,FALSE,1,Clothing & Accessories,Child,5,
B08RRWZNYG,NOVICA Artisan Handmade 18k Gold Accent Garnet Cocktail Ring Balinese Silver Oval with Accents Sterling Single Stone Indonesia Gemstone Birthstone Traditional 'Oval Crimson Glow',24,69,9,0,FALSE,FALSE,"oval, novica, artisan, handmade, 18k, gold, accent, garnet, cocktail, ring, balinese, silver, accents, sterling, single, stone, indonesia, gemstone, birthstone, traditional, crimson, glow",22,23,"artisan, handmade, traditional",TRUE,FALSE,FALSE,1,Jewelry,Child,5,5
B07KT8B6D2,"NOVICA Folk Art Gourd Jewelry Box, Brown, Harvest Festival'",9,22,9,2,TRUE,TRUE,"art, gourd, box, harvest, hand, novica, folk, jewelry, brown, festival, product, dimension, diameter, crafted, item, color, size, motif, vary, slightly, teodolinda, seguil, peru, captures, andean, carved, decorative, appreciate, attention, detail",32,37,"crafted, exquisite",TRUE,FALSE,FALSE,2,Decor Accessories,Basic Item,5,1
B06Y4DQ7LX,NOVICA Artisan Handmade Garnet Toe Rings Teardrop 925 Silver from India Sterling Red Birthstone 'Scarlet Drops'(Pair),16,67,8,1,TRUE,TRUE,"novica, artisan, handmade, garnet, toe, rings, teardrop, 925, silver, india, sterling, red, birthstone, scarlet, drops, pair",16,16,"artisan, handmade",TRUE,FALSE,FALSE,8,Jewelry,Basic Item,3.8,35
B0752D63CR,NOVICA Artisan Handmade .925 Sterling Silver Band Ring Satin For Women Thailand Aluminum Gray Bohemian 'Classical Ogee',17,57,7,0,FALSE,FALSE,"sterling, silver, ring, novica, artisan, handmade, 925, band, satin, women, thailand, aluminum, gray, bohemian, classical, ogee, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread",54,67,"artisan, handmade, women, stunning, happiness, happy, inspired",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B07KR78GXK,NOVICA Artisan Handmade Rainbow Moonstone Stud Earrings Natural from India Sterling Silver Gemstone [0.5 in L x 0.5 in W x 0.2 in D] ' Moonlight Peace',27,49,8,1,TRUE,TRUE,"novica, artisan, handmade, rainbow, moonstone, stud, earrings, natural, india, sterling, silver, gemstone, moonlight, peace",14,14,"artisan, handmade, natural",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,3,4
B000EOOIF0,NOVICA Artisan Handmade Rainbow Moonstone Dangle Earrings Sterling Silver Clear Indonesia Aqua Marine Serenity Animal Themed Butterfly [1.4 in L x 0.8 in W] ' Butterfly Love',27,29,8,1,TRUE,TRUE,"butterfly, novica, artisan, handmade, rainbow, moonstone, dangle, earrings, sterling, silver, clear, indonesia, aqua, marine, serenity, animal, themed, love",18,19,"artisan, handmade, love",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,5,2
B087X8GLLB,NOVICA Artisan Handmade .925 Sterling Silver Garnet Cocktail Ring Floral from Bali Bone Multi Stone Indonesia Gemstone 'Flower and Stone',20,34,9,0,FALSE,FALSE,"silver, novica, handmade, sterling, garnet, cocktail, ring, bali, stone, flower, together, tarigan, artisan, 925, floral, bone, multi, indonesia, gemstone, works, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures",81,95,"handmade, artisan, stunning, happiness, happy, beautiful, easy, traditional",TRUE,FALSE,FALSE,3,Jewelry,Child,5,3
B01JJUTJRG,NOVICA Artisan Handmade Citrine Link Bracelet Indian Sterling Silver Jewelry with Turquoise Reconstituted Yellow Blue Floral Birthstone [7.75 in min L x 8.75 in max L 8 mm W] ' Petite Flowers',32,79,7,1,TRUE,TRUE,"novica, artisan, handmade, citrine, link, bracelet, indian, sterling, silver, jewelry, turquoise, reconstituted, yellow, blue, floral, birthstone, min, max, petite, flowers",20,20,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07KJNFRFQ,NOVICA Artisan Handmade Labradorite Dangle Earrings Round Sterling Silver India Gemstone [1.2 in L x 0.6 in W x 0.2 in D] ' Evening Bloom',25,45,8,0,FALSE,FALSE,"silver, sterling, beautiful, jewelry, designs, novica, handmade, labradorite, earrings, evening, artisans, neetu, barathi, gemstones, come, art, myself, new, artisan, dangle, round, india, gemstone, bloom, works, together, talented, artists, designers, around",123,148,"beautiful, handmade, artisan, stunning, happiness, happy, gorgeous, valuable, skilled, traditional, create, hope",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B09QGRXBS1,NOVICA Artisan Handmade Alpaca Cardigan Teal Wool Sweater from Peru Clothing Blue Patterned 'Dreamy Blues',15,159,8,1,TRUE,TRUE,"novica, artisan, handmade, alpaca, cardigan, teal, wool, sweater, peru, clothing, blue, patterned, dreamy, blues",14,14,"artisan, handmade",TRUE,FALSE,FALSE,1,Clothing & Accessories,Child,,
B0752FLXH6,NOVICA Artisan Handmade Men's .925 Sterling Silver Ring Band Indonesia 'Sanca Kembang Python',13,167,8,1,TRUE,TRUE,"novica, artisan, handmade, men, 925, sterling, silver, ring, band, indonesia, sanca, kembang, python",13,13,"artisan, handmade",TRUE,FALSE,FALSE,13,Jewelry,Child,4.4,179
B005GLGCLO,NOVICA Artisan Handmade Men's Leather Locket Necklace Sterling Silver Pendant Cord Indonesia [20 in L 4 mm W Pendant(s) 2 in L x 0.5 in W] ' Heart of Courage',30,247,7,0,FALSE,FALSE,"pendant, novica, artisan, handmade, men, leather, locket, necklace, sterling, silver, cord, indonesia, heart, courage",14,15,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,1
B08PG4B673,NOVICA Handmade Hibiscus Wood Statuette Horse Head Sculpture Indonesia Animal Themed [7.75in H x 2in W x 5.5in D] 'Proud Horse',21,57,6,2,TRUE,TRUE,"novica, handmade, hibiscus, wood, horse, item, artisan, quality, statuette, head, sculpture, indonesia, animal, themed, 75in, 2in, 5in, proud, size, artisans, using, time, honored, traditional, methods, includes, official, card, certifying, authentic",39,48,"handmade, artisan, quality, proud, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,2,Sculpture,Basic Item,,
B07Z44NYXX,NOVICA Artisan Handmade Bronze Gilded Wood Wall Mirror from Peru Metallic Decor Mirrors Sun Moon [Frame 1.2in H x 11.5in Diam. Mirror 3.9in W x 3.9in H] ' Shiny Sun',30,129,8,1,TRUE,TRUE,"artisans, novica, world, handmade, artisan, wall, mirror, customers, better, time, item, where, love, visit, store, what, bronze, wood, mirrors, sun, diam, 9in, mission, happy, products, page, create, future, unique, honored",137,206,"handmade, artisan, better, love, mission, happy, create, unique, quality, happiness, improve, impact, dream, stories, respect",TRUE,TRUE,TRUE,4,Mirrors,Basic Item,5,2
B07Z42VFNK,NOVICA Artisan Handmade 18k Gold Accented .925 Sterling Silver Band Ring from Bali Indonesia 'Way of Gold',17,94,8,1,TRUE,TRUE,"gold, novica, artisan, handmade, 18k, accented, 925, sterling, silver, band, ring, bali, indonesia, way",14,15,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,4.3,15
B0012PQCM2,NOVICA Artisan Handmade Amethyst Sterling Silver Dangle Earrings,8,67,8,1,TRUE,TRUE,"silver, kenari, her, she, jewelry, novica, handmade, sterling, earrings, women, artist, family, crafting, husband, artisan, amethyst, dangle, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra",107,134,"handmade, women, family, artisan, stunning, happiness, happy, beautiful, village, environment, support",TRUE,FALSE,FALSE,28,Jewelry,Basic Item,4.9,52
B0751YFV4Q,NOVICA Artisan Handmade Jade Cocktail Ring Artisan Crafted Sterling Silver Single Stone Guatemala Hemlock Desert Sage [crownbezel 0.5 in L x 0.4 in W x 0.2 in H Band Width 3 mm W] 'Life Divine',35,67,8,1,TRUE,TRUE,"artisan, novica, handmade, jade, cocktail, ring, crafted, sterling, silver, single, stone, guatemala, hemlock, desert, sage, crownbezel, band, width, life, divine",20,21,"artisan, handmade, crafted",TRUE,FALSE,FALSE,19,Jewelry,Child,4.2,216
B087X814B3,NOVICA Artisan Handmade Amethyst Dangle Earrings Moon Sterling Silver Bone Indonesia Sun Birthstone Gemstone [2 in L x 0.2 in W x 1 in D] ' Sleeping Moon in Purple',30,59,8,0,FALSE,FALSE,"novica, silver, moon, sterling, bali, artisan, handmade, amethyst, dangle, earrings, bone, gemstone, made, when, best, products, joining, life, because, indonesia, sun, birthstone, sleeping, purple, works, together, talented, artists, artisans, designers",108,138,"artisan, handmade, stunning, happiness, happy, smooth, designed, traditional, culture, better, family",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07527Y2J8,NOVICA Artisan Handmade .925 Sterling Silver Stacking Rings 3 Hope Peace Bali Indonesia Inspirational 'Hope for Peace' (set of 3),20,64,8,0,FALSE,FALSE,"hope, peace, novica, handmade, sterling, silver, stacking, rings, set, works, together, artisan, 925, bali, indonesia, inspirational, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread, happiness, rest",59,72,"hope, handmade, artisan, stunning, happiness, happy, crafted, delightful",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B01DCLSSWA,NOVICA Artisan Handmade Sterling Silver Waterfall Earrings Crafted from 925 Ball Chain Dangle Thailand [2.4 in L x 0.3 in W] Thai Macrame,23,59,7,0,FALSE,FALSE,"silver, jewelry, sterling, novica, artisan, handmade, earrings, crafted, 925, ball, chain, thai, macrame, designers, designs, since, parents, own, waterfall, dangle, thailand, works, together, talented, artists, artisans, around, world, produce, stunning",82,105,"artisan, handmade, crafted, stunning, happiness, happy, create, inspired, unique, quality",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07KRXF8VM,NOVICA Artisan Handmade Ceramic Chili Ristra Pepper from Mexico Multicolor Tableware Kitchen Accessories Decor [18.25in L x 8in W] ' Chili Bunch',22,9,8,1,TRUE,TRUE,"novica, artisan, handmade, ceramic, chili, ristra, item, quality, pepper, mexico, multicolor, tableware, kitchen, accessories, decor, 25in, 8in, bunch, size, chilis, each, artisans, using, time, honored, traditional, methods, includes, official, card",43,53,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,1,Decor Accessories,Basic Item,5,1
B000EOLX7Q,NOVICA Artisan Handmade Sterling Silver Brooch Pin Filigree Indonesia Floral [1.2 in L x 1.9 in W] ' Silver Allamanda',20,47,6,1,TRUE,TRUE,"silver, novica, artisan, handmade, sterling, brooch, pin, filigree, indonesia, floral, allamanda",11,12,"artisan, handmade",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,1
B06XHPM9R8,NOVICA Artisan Lapis Lazuli Dangle Earrings 925 Sterling Silver and India Jewelry Blue Bollywood Birthstone [1.6 in L x 0.5 in W x 0.2 in D] ' Grand Delhi Blue',30,54,8,1,TRUE,TRUE,"earrings, jewelry, silver, sterling, neeru, novica, lapis, lazuli, goel, her, artisan, artisans, 925, blue, indian, crafted, item, happiness, empowering, artist, time, women, dangle, grand, delhi, centers, styling, beautiful, ornate, discreet",184,297,"artisan, crafted, happiness, empowering, women, beautiful, create, mission, preserving, passion, handmade, natural, unique, celebrating, culture",TRUE,FALSE,FALSE,16,Jewelry,Basic Item,4.3,13
B09T6XMZQ5,NOVICA Artisan Handmade Macrame Beaded Wristband Bracelet Spring Colors Cotton with Beads Glass Multicolor Guatemala Bohemian [5 in min L x 10.5 in max L x 0.4 in W] ' Solola Spring',32,19,8,0,FALSE,FALSE,"lot, art, every, women, novica, handmade, macrame, beaded, wristband, bracelet, spring, cotton, beads, glass, guatemala, mirian, zet, blue, able, get, ahead, strength, god, who, small, little, help, country, love, many",129,164,"women, handmade, help, love, artisan, stunning, happiness, happy, green, dedicated, traditional, dream, helping, create, environment",TRUE,TRUE,FALSE,1,Jewelry,Basic Item,,
B075288HVF,NOVICA Artisan Handmade Peridot Cocktail Ring .925 Sterling Silver Multistone from Bali Green Band Indonesia Kale Birthstone 'Lucky Four',19,84,8,1,TRUE,TRUE,"novica, artisan, handmade, peridot, cocktail, ring, 925, sterling, silver, multistone, bali, green, band, indonesia, kale, birthstone, lucky, four",18,18,"artisan, handmade, green",TRUE,FALSE,FALSE,1,Jewelry,Child,4,25
B07527G1CY,NOVICA Artisan Handcrafted Men's Sterling Silver Ring Band No Stone Indonesia [0.6 in W] ' Water',16,107,7,0,FALSE,FALSE,"sterling, silver, novica, ring, talented, putu, gede, darmawan, artisan, handcrafted, men, band, stone, indonesia, water, works, together, artists, artisans, designers, around, world, produce, stunning, keepsake, handmade, treasures, mantra, spread, happiness",89,99,"artisan, handcrafted, stunning, handmade, happiness, happy, inspired, crafted, passionate, love, create, traditional, hope, support, family",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B081HD4J4X,NOVICA Artisan Handmade Papier Mache Ornaments Three Handpainted Bird from India Multicolor Holiday Decor Animal Themed Christmas [ 1.8in H x 3.9in W x 1.6in D] ' Cuckoo Birds' Set of 3,32,23,5,2,TRUE,TRUE,"father, papier, mache, when, also, novica, artisan, handmade, ornaments, three, holiday, decor, cuckoo, birds, set, item, crafted, hand, fida, hussain, his, artist, beautiful, srinagar, generation, started, government, handpainted, bird, india",142,182,"artisan, handmade, crafted, beautiful, stunning, happiness, happy, family, tradition, create, local, proud",TRUE,FALSE,FALSE,2,Holiday Decor & Ornaments,Basic Item,4,1
B016V1KKAQ,NOVICA Artisan Handmade Citrine Dangle Earrings Turquoise Sterling Silver Reconstituted Yellow Blue India Birthstone [1.6 in L x 0.2 in W x 0.2 in D] Sunshine and Sky,28,69,8,1,TRUE,TRUE,"novica, artisan, handmade, citrine, dangle, earrings, turquoise, sterling, silver, reconstituted, yellow, blue, india, birthstone, sunshine, sky",16,16,"artisan, handmade",TRUE,FALSE,FALSE,63,Jewelry,Basic Item,4.2,134
B0BGKCFGV4,Novica Handmade Uxmal Peacock Cotton Rope Hammock (Single),8,87,8,1,TRUE,TRUE,"hammock, cotton, peacock, rope, single, product, maya, novica, handmade, uxmal, dimension_, country, region, mexico, material_, 100, nylon, ropes, stretch, out, relax, generously, sized, artists, yucatan, blue, hand, woven, yarns, tradition",40,50,"handmade, tradition, easy",TRUE,TRUE,FALSE,1,Hammocks,Basic Item,5,1
B08RB5Q2TT,NOVICA Artisan Handmade Cotton Decorative Dolls Multicolor Guatemala Accessories Puppets Recycled Cultural 'Worry Doll Village'(Set of 100),17,39,8,2,TRUE,TRUE,"novica, artisan, cotton, 100, handmade, dolls, pouch, item, quality, decorative, multicolor, guatemala, accessories, puppets, recycled, cultural, worry, doll, village, set, size, artisans, using, time, honored, traditional, methods, includes, official, card",44,57,"artisan, handmade, quality, recycled, cultural, village, traditional, authentic, crafted, exceptional, craftsmanship, family",TRUE,TRUE,FALSE,6,Decor Accessories,Basic Item,4.5,6
B07Z43LB2P,NOVICA Artisan Handmade Rose Quartz Cuff Bracelet Oval Sterling Silver India Birthstone Gemstone [6 in L (end to End) x 0.4 in W] ' Pink Peek',26,89,8,0,FALSE,FALSE,"end, novica, artisan, handmade, rose, quartz, cuff, bracelet, oval, sterling, silver, india, birthstone, gemstone, pink, peek",16,17,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,3,1
B00F2VAENK,NOVICA Artisan Handmade Sterling Silver Dangle Earrings Green Fair Trade Jewelry Reconstituted Turquoise India [1.4 in L x 0.7 in W x 0.3 in D] ' Splendor',27,94,9,0,FALSE,FALSE,"novica, artisan, handmade, sterling, silver, dangle, earrings, green, fair, trade, jewelry, reconstituted, turquoise, india, splendor",15,15,"artisan, handmade, green, fair, trade",TRUE,FALSE,TRUE,1,Jewelry,Basic Item,,
B01J2924SU,"NOVICA Metallic Recycled Metal Sculpture, 'Rustic Samurai Ii'",8,57,7,2,TRUE,TRUE,"recycled, ramirez, metal, unique, piece, armando, discarded, novica, rustic, samurai, handmade, crafted, sword, traditional, sculpture, means, each, materials, art, reclaimed, way, create, size, artisan, parts, item, nature, used, small, other",184,352,"recycled, unique, handmade, crafted, traditional, create, artisan, creating, enjoyable, better, quality, authentic, original, fair, trade",TRUE,TRUE,TRUE,2,Sculpture,Basic Item,5,5
B00G4RD2M6,NOVICA Hand Carved Natural Kadam Wood Animal Sculpture from India 'Majestic Elephant',12,69,7,2,TRUE,TRUE,"artisans, wood, novica, suresh, piece, devender, hand, natural, art, garg, world, carved, who, started, kadam, animal, unique, work, sandalwood, boxes, intricate, create, sculpture, india, elephant, each, item, handmade, grain, quality",236,468,"natural, unique, create, handmade, quality, artisan, happy, better, love, crafted, skilled, exquisite, mission, happiness, fair",TRUE,TRUE,TRUE,1,Sculpture,Basic Item,5,3
B07KS9JZ2D,NOVICA Artisan Handmade Rainbow Moonstone Cocktail Ring .925 Sterling Silver Star India Gemstone 'Shine Through the Mist',17,39,9,0,FALSE,FALSE,"silver, sterling, ring, come, beautiful, jewelry, designs, novica, handmade, rainbow, moonstone, cocktail, star, india, together, artisans, neetu, barathi, art, myself, new, artisan, 925, gemstone, shine, mist, works, talented, artists, designers",129,163,"beautiful, handmade, artisan, stunning, happiness, happy, designed, valuable, skilled, traditional, create, hope",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B00C7WV6MA,NOVICA Artisan Handmade Rayon Chenille Scarf 100% from Bamboo Accessories Scarves Multicolor Brown Patterned Guatemala Woven ' Heart of The Land',21,67,6,0,FALSE,FALSE,"artisans, novica, world, women, handmade, scarf, woven, mission, happy, customers, better, who, where, love, visit, store, what, amolon, ojonel, there, community, 100, scarves, brown, guatemala, spread, happiness, products, page, create",251,343,"women, handmade, mission, happy, better, love, community, happiness, create, unique, fair, artisan, improve, impact, dream",TRUE,FALSE,TRUE,3,Accessories,Basic Item,5,4
B0759ZQN6R,NOVICA Artisan Handmade Pearl Flower Ring Floral Sterling Silver Cocktail Pink Indonesia Birthstone [crownbezel 0.4 in H x 0.6 in Diam. Band Width 3 mm W] 'Love Moon',28,74,8,1,TRUE,TRUE,"novica, artisan, handmade, pearl, flower, ring, floral, sterling, silver, cocktail, pink, indonesia, birthstone, crownbezel, diam, band, width, love, moon",19,19,"artisan, handmade, love",TRUE,FALSE,FALSE,2,Jewelry,Child,4.4,121
B0BGT22B8W,NOVICA Artisan Handmade Ceramic Tissue Box Cover Talaverastyle Multicolor Mexico Decor Accessories Bathroom Vanity Painted NAT Geo [5.75in H x 5.5in W x 5.5in D] ' Hidalgo Bouquet',28,39,8,2,TRUE,TRUE,"novica, artisan, handmade, ceramic, 5in, item, quality, tissue, box, cover, talaverastyle, multicolor, mexico, decor, accessories, bathroom, vanity, painted, nat, geo, 75in, hidalgo, bouquet, size, artisans, using, time, honored, traditional, methods",44,53,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,14,Decor Accessories,Basic Item,4.8,8
B081G5R8NN,NOVICA Handmade Polymer Clay Sculpture Colorful Tortoise Multicolor Indonesia Floral Turtle [1.8in H x 4.5in W x 3.3in D] 'Decorative Tortoise'(4.5 Inch),22,19,8,1,TRUE,TRUE,"artisans, novica, world, handmade, clay, item, polymer, decorative, anderson, sculpture, tortoise, happy, customers, create, better, time, hand, where, love, visit, store, what, works, making, designs, artist, colorful, floral, mission, spread",258,374,"handmade, happy, create, better, love, mission, happiness, unique, artisan, crafted, quality, family, amazing, improve, impact",TRUE,FALSE,TRUE,1,Sculpture,Basic Item,,
B07KS3ZD33,NOVICA Artisan Handmade .925 Sterling Silver Cocktail Ring Balinese Bow Indonesia 'Celuk Bow',13,44,8,1,TRUE,TRUE,"bow, novica, artisan, handmade, 925, sterling, silver, cocktail, ring, balinese, indonesia, celuk",12,13,"artisan, handmade",TRUE,FALSE,FALSE,5,Jewelry,Child,4.3,7
B08RSCDZNH,NOVICA Artisan Handmade Men's Chalcedony Ring Blue .925 Sterling Silver Signet Single Stone India Geometric Gemstone 'All the Angles',19,39,8,0,FALSE,FALSE,"ring, novica, handmade, men, chalcedony, blue, sterling, silver, stone, india, artisans, artisan, 925, signet, single, geometric, gemstone, angles, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, treasures, mantra",52,65,"handmade, artisan, stunning, happiness, happy, designed",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B07528VTML,NOVICA Artisan Handmade .925 Sterling Silver Band Ring Modern Dark Polished Taxco Mexico 'Domino',14,114,8,0,FALSE,FALSE,"novica, artisan, handmade, 925, sterling, silver, band, ring, modern, dark, polished, taxco, mexico, domino",14,14,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B0847LZ469,NOVICA Artisan Handmade Lapis Lazuli Cocktail Ring Floral .925 Sterling Silver Blue India Snorkel Riverside Birthstone 'Floral Jaipur',18,44,8,0,FALSE,FALSE,"lapis, lazuli, ring, novica, handmade, cocktail, floral, sterling, silver, blue, india, artisan, 925, snorkel, riverside, birthstone, jaipur, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra",58,72,"handmade, artisan, stunning, happiness, happy, creating",TRUE,FALSE,FALSE,1,Jewelry,Child,,
B01MZ6JHMQ,NOVICA Artisan Handmade Sterling Silver Chain Necklace Indonesia [for Length 18 Inch 18 in L for Length 18 Inch 2 mm W for Length 22 Inch 22 in L for Length 22 Inch 2 mm W] ' Chain of,39,29,7,1,TRUE,TRUE,"length, inch, chain, novica, artisan, handmade, sterling, silver, necklace, indonesia",10,17,"artisan, handmade",TRUE,FALSE,FALSE,5,Jewelry,Basic Item,3,1
B01CRN10VK,NOVICA Artisan Handmade Sterling Silver Dangle Earrings Leaf Shaped Bali Indonesia Tree [2 in L x 1.2 in W x 0.1 in D] ' Celery Leaves',26,69,8,1,TRUE,TRUE,"novica, artisan, handmade, sterling, silver, dangle, earrings, leaf, shaped, bali, indonesia, tree, celery, leaves",14,14,"artisan, handmade",TRUE,FALSE,FALSE,26,Jewelry,Basic Item,4.1,79
B094N1QHQ4,NOVICA Basalt Molcajete Artisan Hand Crafted Tejolote Stone Mexico Tableware Kitchen Accessories Mixing Bowls Hacienda 'Tradition',16,129,5,2,TRUE,TRUE,"novica, artisan, basalt, crafted, diam, item, quality, molcajete, hand, tejolote, stone, mexico, tableware, kitchen, accessories, mixing, bowls, hacienda, tradition, size, bowl, handmade, artisans, using, time, honored, traditional, methods, includes, official",41,50,"artisan, crafted, quality, tradition, handmade, traditional, authentic, exceptional, craftsmanship",TRUE,FALSE,FALSE,1,Tableware & Entertaining,Basic Item,,
